avg_attacker_episode_rewards,avg_defender_episode_rewards,avg_episode_steps,epsilon_values,hack_probability,attacker_cumulative_reward,defender_cumulative_reward,avg_episode_loss_attacker,avg_episode_loss_defender,lr_list,cumulative_hack_probability
-0.9,0.9,5.58,1,0.05,-90,90,0.0,0.0,0.0,0.05
-0.86,0.86,5.27,0.9900493386913721,0.07,-176,176,0.0,0.0,0.0,0.06
-0.66,0.66,6.32,0.980197693043223,0.17,-242,242,0.0,0.0,0.0,0.09666666666666666
-0.68,0.68,6.35,0.970444077784251,0.16,-310,310,0.0,0.0,0.0,0.1125
-0.64,0.64,6.77,0.9607875174472562,0.18,-374,374,0.0,0.0,0.0,0.126
-0.44,0.44,6.85,0.9512270462715811,0.28,-418,418,0.0,0.0,0.0,0.15166666666666667
-0.58,0.58,6.72,0.9417617081065252,0.21,-476,476,0.0,0.0,0.0,0.16
-0.5,0.5,6.28,0.9323905563157222,0.25,-526,526,0.0,0.0,0.0,0.17125
-0.68,0.68,6.5,0.9231126536824614,0.16,-594,594,0.0,0.0,0.0,0.17
-0.8,0.8,6.62,0.9139270723159584,0.1,-674,674,0.0,0.0,0.0,0.163
-0.58,0.58,6.51,0.9048328935585562,0.21,-792,792,0.0,0.0,0.0,0.17
-0.64,0.64,6.65,0.8958292078938495,0.18,-856,856,0.0,0.0,0.0,0.17076923076923076
-0.68,0.68,6.57,0.886915114855721,0.16,-924,924,0.0,0.0,0.0,0.17
-0.46,0.46,7.22,0.8780897229382887,0.27,-970,970,0.0,0.0,0.0,0.17666666666666667
-0.44,0.44,7.45,0.8693521495067424,0.28,-1014,1014,0.0,0.0,0.0,0.183125
-0.52,0.52,6.9,0.8607015207090729,0.24,-1066,1066,0.0,0.0,0.0,0.1864705882352941
-0.44,0.44,7.24,0.8521369713886755,0.28,-1110,1110,0.0,0.0,0.0,0.19166666666666668
-0.64,0.64,7.21,0.843657644997827,0.18,-1174,1174,0.0,0.0,0.0,0.19105263157894736
-0.2,0.2,7.11,0.8352626935120188,0.4,-1194,1194,0.0,0.0,0.0,0.2015
-0.34,0.34,5.97,0.8269512773451482,0.33,-1228,1228,0.0,0.0,0.0,0.20761904761904762
-0.7,0.7,6.93,0.8187225652655491,0.15,-1356,1356,0.0,0.0,0.0,0.20521739130434782
-0.6,0.6,6.68,0.8105757343128605,0.2,-1416,1416,0.0,0.0,0.0,0.205
-0.46,0.46,7.32,0.8025099697157205,0.27,-1462,1462,0.0,0.0,0.0,0.2076
-0.62,0.62,6.94,0.7945244648102819,0.19,-1524,1524,0.0,0.0,0.0,0.20692307692307693
-0.76,0.76,6.12,0.7866184209595359,0.12,-1600,1600,0.0,0.0,0.0,0.2037037037037037
-0.52,0.52,6.56,0.7787910474734399,0.24,-1652,1652,0.0,0.0,0.0,0.205
-0.5,0.5,6.47,0.7710415615298397,0.25,-1702,1702,0.0,0.0,0.0,0.20655172413793105
-0.6,0.6,6.5,0.7633691880961806,0.2,-1762,1762,0.0,0.0,0.0,0.20633333333333334
-0.66,0.66,6.56,0.7557731598519929,0.17,-1828,1828,0.0,0.0,0.0,0.20516129032258065
-0.7,0.7,6.11,0.748252717112154,0.15,-1898,1898,0.0,0.0,0.0,0.2034375
-0.48,0.48,6.76,0.74080710775091,0.26,-2010,2010,0.0,0.0,0.0,0.20441176470588235
-0.58,0.58,6.6,0.7334355871266565,0.21,-2068,2068,0.0,0.0,0.0,0.20457142857142857
-0.56,0.56,6.25,0.7261374180074647,0.22,-2124,2124,0.0,0.0,0.0,0.205
0.02,-0.02,6.3,0.7189118704973512,0.51,-2122,2122,0.0,0.0,0.0,0.21324324324324323
-0.04,0.04,6.32,0.7117582219632792,0.48,-2126,2126,0.0,0.0,0.0,0.22026315789473686
0.02,-0.02,6.45,0.7046757569628911,0.51,-2124,2124,0.0,0.0,0.0,0.2276923076923077
0.0,0.0,6.47,0.697663767172952,0.5,-2124,2124,0.0,0.0,0.0,0.2345
0.14,-0.14,6.78,0.6907215513185129,0.57,-2110,2110,0.0,0.0,0.0,0.2426829268292683
