avg_attacker_episode_rewards,avg_defender_episode_rewards,avg_episode_steps,epsilon_values,hack_probability,attacker_cumulative_reward,defender_cumulative_reward,avg_episode_loss_attacker,avg_episode_loss_defender,lr_list,cumulative_hack_probability
-1.0,1.0,6.16,0.5543109312306146,0.02,-5446,5446,0.0,0.0,0.0,0.08107692307692307
-0.96,0.96,5.59,0.5487951708942683,0.02,-5642,5642,0.0,0.0,0.0,0.07895522388059702
-0.84,0.84,6.1,0.5433342960208886,0.08,-5726,5726,0.0,0.0,0.0,0.07897058823529411
-0.92,0.92,5.2,0.5379277604638235,0.04,-5818,5818,0.0,0.0,0.0,0.07840579710144928
-0.92,0.92,5.86,0.5325750235109391,0.04,-5910,5910,0.0,0.0,0.0,0.07785714285714286
-0.8,0.8,6.36,0.5272755498305473,0.1,-5990,5990,0.0,0.0,0.0,0.07816901408450705
-0.98,0.98,6.1,0.5220288094178624,0.01,-6088,6088,0.0,0.0,0.0,0.07722222222222222
-0.96,0.96,5.83,0.5168342775419988,0.02,-6184,6184,0.0,0.0,0.0,0.07643835616438356
-0.96,0.96,5.58,0.5116914346934888,0.02,-6280,6280,0.0,0.0,0.0,0.07567567567567568
-0.88,0.88,6.07,0.506599766532328,0.06,-6368,6368,0.0,0.0,0.0,0.07546666666666667
-0.98,0.98,5.82,0.5015587638365347,0.01,-6466,6466,0.0,0.0,0.0,0.07460526315789473
-0.92,0.92,6.49,0.496567922451223,0.04,-6648,6648,0.0,0.0,0.0,0.07384615384615385
-0.96,0.96,6.3,0.4916267432381818,0.02,-6744,6744,0.0,0.0,0.0,0.07316455696202531
-0.94,0.94,5.84,0.4867347320259549,0.03,-6838,6838,0.0,0.0,0.0,0.072625
-0.86,0.86,5.67,0.48189139956041893,0.07,-6924,6924,0.0,0.0,0.0,0.0725925925925926
-0.92,0.92,5.04,0.4770962614558525,0.04,-7016,7016,0.0,0.0,0.0,0.0721951219512195
-0.96,0.96,5.74,0.4723488381464926,0.02,-7112,7112,0.0,0.0,0.0,0.07156626506024097
